ROS2_Clock,Topic_Name,Data_Keys,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8
1763081392478336976,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081392576614910,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081392577511019,/odom,"pos_x,pos_y,orient_z",0.008,-0.0024,0.0118,,,,,,
1763081392578053235,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081392676761927,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081392677639508,/odom,"pos_x,pos_y,orient_z",0.008,-0.0024,0.0118,,,,,,
1763081392678182460,/encoders,"encoder_left,encoder_right",1,1020,,,,,,,
1763081392776659116,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081392777460184,/odom,"pos_x,pos_y,orient_z",0.008,-0.0024,0.0118,,,,,,
1763081392778000192,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081392876481041,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081392877247580,/odom,"pos_x,pos_y,orient_z",-0.0001,-0.0026,0.0002,,,,,,
1763081392877740579,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081392976725051,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081392977878860,/odom,"pos_x,pos_y,orient_z",-0.0001,-0.0026,0.0002,,,,,,
1763081392978735192,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081393076405023,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393077038632,/odom,"pos_x,pos_y,orient_z",0.008,-0.0026,0.0118,,,,,,
1763081393077526575,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081393176626795,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393177493272,/odom,"pos_x,pos_y,orient_z",0.008,-0.0026,0.0118,,,,,,
1763081393178299620,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081393277299710,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393278059785,/odom,"pos_x,pos_y,orient_z",0.008,-0.0026,0.0117,,,,,,
1763081393278585073,/encoders,"encoder_left,encoder_right",0,1020,,,,,,,
1763081393377261639,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393378462904,/odom,"pos_x,pos_y,orient_z",0.008,-0.0026,0.0117,,,,,,
1763081393378996448,/encoders,"encoder_left,encoder_right",0,1020,,,,,,,
1763081393476581894,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393477390610,/odom,"pos_x,pos_y,orient_z",0.0001,-0.0028,0.0001,,,,,,
1763081393477901849,/encoders,"encoder_left,encoder_right",0,1020,,,,,,,
1763081393576735217,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393577551645,/odom,"pos_x,pos_y,orient_z",0.0001,-0.0028,0.0001,,,,,,
1763081393578068549,/encoders,"encoder_left,encoder_right",1,1020,,,,,,,
1763081393676733563,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393677513286,/odom,"pos_x,pos_y,orient_z",0.008,-0.0028,0.0117,,,,,,
1763081393678039117,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081393776638978,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393777499631,/odom,"pos_x,pos_y,orient_z",0.008,-0.0028,0.0117,,,,,,
1763081393778023926,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081393876717549,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393878742666,/odom,"pos_x,pos_y,orient_z",0.008,-0.0028,0.0118,,,,,,
1763081393879254833,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081393976752182,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081393977938695,/odom,"pos_x,pos_y,orient_z",0.008,-0.0028,0.0118,,,,,,
1763081393978803028,/encoders,"encoder_left,encoder_right",0,1020,,,,,,,
1763081394076233465,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394076909603,/odom,"pos_x,pos_y,orient_z",0,-0.0029,0,,,,,,
1763081394077450411,/encoders,"encoder_left,encoder_right",1,1020,,,,,,,
1763081394176747724,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394177562840,/odom,"pos_x,pos_y,orient_z",0,-0.0029,0,,,,,,
1763081394178105824,/encoders,"encoder_left,encoder_right",0,1020,,,,,,,
1763081394277206078,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394277978442,/odom,"pos_x,pos_y,orient_z",0.0081,-0.0029,0.0117,,,,,,
1763081394278472497,/encoders,"encoder_left,encoder_right",0,1020,,,,,,,
1763081394376564576,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394377334604,/odom,"pos_x,pos_y,orient_z",0.0081,-0.0029,0.0117,,,,,,
1763081394377828691,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081394477035603,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394478220644,/odom,"pos_x,pos_y,orient_z",0.0081,-0.0029,0.0117,,,,,,
1763081394478944462,/encoders,"encoder_left,encoder_right",10,1020,,,,,,,
1763081394584330024,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394585237973,/odom,"pos_x,pos_y,orient_z",0.0081,-0.0029,0.0117,,,,,,
1763081394585796253,/encoders,"encoder_left,encoder_right",1,1020,,,,,,,
1763081394676654852,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394677626226,/odom,"pos_x,pos_y,orient_z",-0.0001,-0.0031,0.0002,,,,,,
1763081394678212506,/encoders,"encoder_left,encoder_right",1,1020,,,,,,,
1763081394776737680,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394777702430,/odom,"pos_x,pos_y,orient_z",-0.0001,-0.0031,0.0002,,,,,,
1763081394778357096,/encoders,"encoder_left,encoder_right",1,1020,,,,,,,
1763081394876838685,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394877632489,/odom,"pos_x,pos_y,orient_z",0.008,-0.0031,0.0117,,,,,,
1763081394878148784,/encoders,"encoder_left,encoder_right",1,1020,,,,,,,
1763081394976587461,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081394977389713,/odom,"pos_x,pos_y,orient_z",0.008,-0.0031,0.0117,,,,,,
1763081394977919960,/encoders,"encoder_left,encoder_right",0,10,,,,,,,
1763081395077185147,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395077774979,/odom,"pos_x,pos_y,orient_z",0.008,-0.0031,0.0118,,,,,,
1763081395078261770,/encoders,"encoder_left,encoder_right",-1,1020,,,,,,,
1763081395177496525,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395178405210,/odom,"pos_x,pos_y,orient_z",0.008,-0.0031,0.0118,,,,,,
1763081395178990242,/encoders,"encoder_left,encoder_right",11,31020,,,,,,,
1763081395277371385,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395278168836,/odom,"pos_x,pos_y,orient_z",0.0003,-0.0033,0.0004,,,,,,
1763081395278676236,/encoders,"encoder_left,encoder_right",2,33,,,,,,,
1763081395376728477,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395377485960,/odom,"pos_x,pos_y,orient_z",0.0003,-0.0033,0.0004,,,,,,
1763081395378000847,/encoders,"encoder_left,encoder_right",3,31020,,,,,,,
1763081395476904429,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395477702745,/odom,"pos_x,pos_y,orient_z",0.0004,-0.0033,0.0005,,,,,,
1763081395478204640,/encoders,"encoder_left,encoder_right",4,31020,,,,,,,
1763081395576791641,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395577561668,/odom,"pos_x,pos_y,orient_z",0.0004,-0.0033,0.0005,,,,,,
1763081395578057835,/encoders,"encoder_left,encoder_right",3,31020,,,,,,,
1763081395676731494,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395677494929,/odom,"pos_x,pos_y,orient_z",0.0079,-0.0033,0.0119,,,,,,
1763081395677993848,/encoders,"encoder_left,encoder_right",18,1020,,,,,,,
1763081395776622290,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395777366717,/odom,"pos_x,pos_y,orient_z",0.0079,-0.0033,0.0119,,,,,,
1763081395777874020,/encoders,"encoder_left,encoder_right",8,11020,,,,,,,
1763081395876678144,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395877448651,/odom,"pos_x,pos_y,orient_z",0.0224,-0.003,0.2183,,,,,,
1763081395877943091,/encoders,"encoder_left,encoder_right",8177,431020,,,,,,,
1763081395976711630,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081395977499194,/odom,"pos_x,pos_y,orient_z",0.0224,-0.003,0.2183,,,,,,
1763081395977997217,/encoders,"encoder_left,encoder_right",0,421020,,,,,,,
1763081396076797151,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396077529737,/odom,"pos_x,pos_y,orient_z",0.132,0.0487,0.2051,,,,,,
1763081396078024433,/encoders,"encoder_left,encoder_right",136,591020,,,,,,,
1763081396176728558,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396177508633,/odom,"pos_x,pos_y,orient_z",0.132,0.0487,0.2051,,,,,,
1763081396178002560,/encoders,"encoder_left,encoder_right",91429,691020,,,,,,,
1763081396276456569,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396277145444,/odom,"pos_x,pos_y,orient_z",0.0454,0.0107,0.0695,,,,,,
1763081396277632395,/encoders,"encoder_left,encoder_right",5236,91020,,,,,,,
1763081396376674061,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396377431480,/odom,"pos_x,pos_y,orient_z",0.0454,0.0107,0.0695,,,,,,
1763081396378296516,/encoders,"encoder_left,encoder_right",3159,71020,,,,,,,
1763081396476302359,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396476930880,/odom,"pos_x,pos_y,orient_z",0.0036,0.0048,0.0097,,,,,,
1763081396477420263,/encoders,"encoder_left,encoder_right",180,531020,,,,,,,
1763081396576697549,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396577457592,/odom,"pos_x,pos_y,orient_z",0.0036,0.0048,0.0097,,,,,,
1763081396577948479,/encoders,"encoder_left,encoder_right",162,81020,,,,,,,
1763081396677209604,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396677996335,/odom,"pos_x,pos_y,orient_z",-0.0026,0.0047,0.0005,,,,,,
1763081396678507703,/encoders,"encoder_left,encoder_right",5,4942,,,,,,,
1763081396776651724,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396777442903,/odom,"pos_x,pos_y,orient_z",-0.0026,0.0047,0.0005,,,,,,
1763081396777998975,/encoders,"encoder_left,encoder_right",188,701020,,,,,,,
1763081396876713948,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396877542696,/odom,"pos_x,pos_y,orient_z",-0.0056,0.0047,0.0038,,,,,,
1763081396878125265,/encoders,"encoder_left,encoder_right",8121,701020,,,,,,,
1763081396976774253,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081396977543832,/odom,"pos_x,pos_y,orient_z",-0.0056,0.0047,0.0038,,,,,,
1763081396978044256,/encoders,"encoder_left,encoder_right",9128,701020,,,,,,,
1763081397076355320,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397077265702,/odom,"pos_x,pos_y,orient_z",-0.0048,0.0047,0.0025,,,,,,
1763081397077785037,/encoders,"encoder_left,encoder_right",323,3141237,,,,,,,
1763081397177060949,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397178262374,/odom,"pos_x,pos_y,orient_z",-0.0048,0.0047,0.0025,,,,,,
1763081397180576968,/encoders,"encoder_left,encoder_right",1,116,,,,,,,
1763081397277139880,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397277913011,/odom,"pos_x,pos_y,orient_z",-0.0026,0.0047,0.0019,,,,,,
1763081397278412091,/encoders,"encoder_left,encoder_right",745,451020,,,,,,,
1763081397376683443,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397377455423,/odom,"pos_x,pos_y,orient_z",-0.0026,0.0047,0.0019,,,,,,
1763081397377945542,/encoders,"encoder_left,encoder_right",21,321020,,,,,,,
1763081397476563204,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397477288622,/odom,"pos_x,pos_y,orient_z",0.0833,0.005,0.1262,,,,,,
1763081397477781718,/encoders,"encoder_left,encoder_right",21,71020,,,,,,,
1763081397576778041,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397577556452,/odom,"pos_x,pos_y,orient_z",0.0833,0.005,0.1262,,,,,,
1763081397578054220,/encoders,"encoder_left,encoder_right",4,4801020,,,,,,,
1763081397676797451,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397677599479,/odom,"pos_x,pos_y,orient_z",0.0207,-0.0112,0.1233,,,,,,
1763081397678141439,/encoders,"encoder_left,encoder_right",538,991020,,,,,,,
1763081397776838782,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397777592137,/odom,"pos_x,pos_y,orient_z",0.0207,-0.0112,0.1233,,,,,,
1763081397778091408,/encoders,"encoder_left,encoder_right",538,541020,,,,,,,
1763081397876947186,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397877744381,/odom,"pos_x,pos_y,orient_z",0.0393,-0.0065,0.1536,,,,,,
1763081397878266341,/encoders,"encoder_left,encoder_right",135,491020,,,,,,,
1763081397976681536,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081397977458187,/odom,"pos_x,pos_y,orient_z",0.0393,-0.0065,0.1536,,,,,,
1763081397977951762,/encoders,"encoder_left,encoder_right",11,491020,,,,,,,
1763081398076543026,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398077214267,/odom,"pos_x,pos_y,orient_z",0.0048,-0.0174,-0.0061,,,,,,
1763081398077720291,/encoders,"encoder_left,encoder_right",5133,4616,,,,,,,
1763081398176917163,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398177693719,/odom,"pos_x,pos_y,orient_z",0.0048,-0.0174,-0.0061,,,,,,
1763081398178191006,/encoders,"encoder_left,encoder_right",75,4616,,,,,,,
1763081398276763645,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398277596234,/odom,"pos_x,pos_y,orient_z",0.0074,-0.0175,-0.0021,,,,,,
1763081398278106161,/encoders,"encoder_left,encoder_right",76,761020,,,,,,,
1763081398376812147,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398377625726,/odom,"pos_x,pos_y,orient_z",0.0074,-0.0175,-0.0021,,,,,,
1763081398378128102,/encoders,"encoder_left,encoder_right",63,241020,,,,,,,
1763081398476923368,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398477695508,/odom,"pos_x,pos_y,orient_z",0.0654,-0.0177,0.0829,,,,,,
1763081398478192571,/encoders,"encoder_left,encoder_right",1,321020,,,,,,,
1763081398576685305,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398577464261,/odom,"pos_x,pos_y,orient_z",0.0654,-0.0177,0.0829,,,,,,
1763081398577961004,/encoders,"encoder_left,encoder_right",948,301020,,,,,,,
1763081398676779119,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398677543994,/odom,"pos_x,pos_y,orient_z",-0.0128,-0.0308,0.0219,,,,,,
1763081398678089058,/encoders,"encoder_left,encoder_right",3456,201020,,,,,,,
1763081398776774275,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398777539182,/odom,"pos_x,pos_y,orient_z",-0.0128,-0.0308,0.0219,,,,,,
1763081398778035094,/encoders,"encoder_left,encoder_right",2,201020,,,,,,,
1763081398876673782,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398878707988,/odom,"pos_x,pos_y,orient_z",-0.01,-0.0307,0.1454,,,,,,
1763081398879924390,/encoders,"encoder_left,encoder_right",27,261020,,,,,,,
1763081398976845581,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081398977608408,/odom,"pos_x,pos_y,orient_z",-0.01,-0.0307,0.1454,,,,,,
1763081398978103295,/encoders,"encoder_left,encoder_right",69,71020,,,,,,,
1763081399076468349,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399077063846,/odom,"pos_x,pos_y,orient_z",-0.0649,-0.0472,0.101,,,,,,
1763081399077548493,/encoders,"encoder_left,encoder_right",71,531020,,,,,,,
1763081399176682647,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399177469090,/odom,"pos_x,pos_y,orient_z",-0.0649,-0.0472,0.101,,,,,,
1763081399177971594,/encoders,"encoder_left,encoder_right",54,1020,,,,,,,
1763081399276914833,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399277712573,/odom,"pos_x,pos_y,orient_z",0.0053,-0.0328,0.0187,,,,,,
1763081399278214340,/encoders,"encoder_left,encoder_right",116,111020,,,,,,,
1763081399376785894,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399377566961,/odom,"pos_x,pos_y,orient_z",0.0053,-0.0328,0.0187,,,,,,
1763081399378070424,/encoders,"encoder_left,encoder_right",7,111020,,,,,,,
1763081399476680251,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399477508679,/odom,"pos_x,pos_y,orient_z",-0.0193,-0.0337,0.0313,,,,,,
1763081399478017454,/encoders,"encoder_left,encoder_right",36,111020,,,,,,,
1763081399576862900,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399577630207,/odom,"pos_x,pos_y,orient_z",-0.0193,-0.0337,0.0313,,,,,,
1763081399578128166,/encoders,"encoder_left,encoder_right",36,111020,,,,,,,
1763081399676897611,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399677741111,/odom,"pos_x,pos_y,orient_z",0.0767,-0.0277,0.0853,,,,,,
1763081399678257823,/encoders,"encoder_left,encoder_right",82,111020,,,,,,,
1763081399776876865,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399778056242,/odom,"pos_x,pos_y,orient_z",0.0767,-0.0277,0.0853,,,,,,
1763081399778832958,/encoders,"encoder_left,encoder_right",2636,35571020,,,,,,,
1763081399876939609,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399878351341,/odom,"pos_x,pos_y,orient_z",0.0065,-0.0398,0.0656,,,,,,
1763081399879237690,/encoders,"encoder_left,encoder_right",211282,27371020,,,,,,,
1763081399976798893,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081399977629977,/odom,"pos_x,pos_y,orient_z",0.0065,-0.0398,0.0656,,,,,,
1763081399978168033,/encoders,"encoder_left,encoder_right",2008,671020,,,,,,,
1763081400077833972,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400078597567,/odom,"pos_x,pos_y,orient_z",-0.0018,-0.0409,0.0072,,,,,,
1763081400079116871,/encoders,"encoder_left,encoder_right",1476,8,,,,,,,
1763081400177109026,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400178560504,/odom,"pos_x,pos_y,orient_z",-0.0018,-0.0409,0.0072,,,,,,
1763081400179375204,/encoders,"encoder_left,encoder_right",23,3,,,,,,,
1763081400276887320,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400277756645,/odom,"pos_x,pos_y,orient_z",0.0029,-0.0408,0.0003,,,,,,
1763081400278313165,/encoders,"encoder_left,encoder_right",33511,54903,,,,,,,
1763081400376837328,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400377852991,/odom,"pos_x,pos_y,orient_z",0.0029,-0.0408,0.0003,,,,,,
1763081400378480840,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081400477017611,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400477967001,/odom,"pos_x,pos_y,orient_z",-0.0232,-0.0408,0.0382,,,,,,
1763081400478712932,/encoders,"encoder_left,encoder_right",2,21020,,,,,,,
1763081400576808577,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
1763081400577589293,/odom,"pos_x,pos_y,orient_z",-0.0232,-0.0408,0.0382,,,,,,
1763081400578088596,/encoders,"encoder_left,encoder_right",2,5301020,,,,,,,
1763081400676805370,/gps_fix,"latitude,longitude,altitude",40.7128,-74.006,10,,,,,,
